descripcion,coordenadas,nombre_ruta,nombre_punto_interes,descripcion_ruta
"Plaça de Tetuán<br><br>A l’antic convent gòtic de Santo Domingo se li va afegir, a la fi del segle XVI, una nova portada renaixentista a l’església, en la façana de l’actual Plaça de Tetuán. Sobre la portada hi ha un enorme timpà semicircular en el qual s’observa l’escut de l’Ordre dels Dominicos amb dos gossos dogos com a suport, animals emblemàtics de l’ordre. El papa Gregorio IX els va encomanar la persecució dels heretges, i, per la seua especial dedicació a aquesta tasca, prompte van rebre l’àlies de “Domini Canes” (gossos del Senyor). A l’interior del timpà, es troba dues lletres: D i F, que signifiquen “Dominicanus Fratres” (frares dominicans).","['-0.3695303,39.4743082,0']",Ruta Cultural Anell Ciclista,Església Castrense de Santo Domingo,L’anell ciclista de la ciutat permet gaudir al seu pas d’edificis i llocs emblemàtics de la ciutat. Tot un gust anar amb bicicleta i poder amarar-se de la cultura i la història de la ciutat de València.
"Plaça de Tetuán<br><br>A l’antic convent gòtic de Santo Domingo se li va afegir, a la fi del segle XVI, una nova portada renaixentista a l’església, en la façana de l’actual Plaça de Tetuán. Sobre la portada hi ha un enorme timpà semicircular en el qual s’observa l’escut de l’Ordre dels Dominicos amb dos gossos dogos com a suport, animals emblemàtics de l’ordre. El papa Gregorio IX els va encomanar la persecució dels heretges, i, per la seua especial dedicació a aquesta tasca, prompte van rebre l’àlies de “Domini Canes” (gossos del Senyor). A l’interior del timpà, es troba dues lletres: D i F, que signifiquen “Dominicanus Fratres” (frares dominicans).","['-0.369529,39.4727212,0']",Ruta Cultural Anell Ciclista,Font de Tritó,L’anell ciclista de la ciutat permet gaudir al seu pas d’edificis i llocs emblemàtics de la ciutat. Tot un gust anar amb bicicleta i poder amarar-se de la cultura i la història de la ciutat de València.
"Antiga fàbrica de vellut on va residir una de les dinasties més importants de mestres sederos i empresaris del S. XVIII, que exportaven seda a les colònies espanyoles. Aquesta família va arribar a emprar a més de 500 persones en els seus telers. Avui dia aquest edifici construït en el S. XVIII, l’únic que es conserva de la indústria de la seda valenciana, està rehabilitat com a espai social i cultural.","['-0.3809459,39.4716449,0']",Ruta de la Seda,Palau de Tamarit,"En aquesta ruta repassem el ric llegat històric i patrimonial que va deixar el comerç de la seda a València. Entre els segles XIV i XVIII aquesta va ser una ciutat molt important en la producció de teixits, la indústria més potent en aquest període.<br><br>Des de l’any 2015 València forma part d’un programa de la UNESCO i de l’Organització Mundial del Turisme per a la difusió del patrimoni cultural de la Ruta de la Seda. Així és com es va denominar als itineraris comercials de mercaderies que, a part de la seda, també incloïen ceràmiques i altres productes que arribaven des de Xina cap a Europa.<br><br>La cria del cuc de seda va ser incorporada pels àrabs en la península ibèrica durant el S. VIII. Així va ser com l’horta valenciana es va omplir de moreres segles abans que el taronger les destronara. Després, els genoveses van portar les més noves tècniques de producció a València i els artesans sederos es van instal·lar en el Barri de Velluters, on es manufacturava el teixit."
"<img src=""https://doc-0c-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/nv61p78ao4o5sop2a8642bhlq0/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vb6orzWko-3M1KQfyYuxdmhAoTv5p5cAwVkWXo-Woe2UeIiQCKdhBSM42P8q9i5u3otu36DoQqA1JGY7IsmJ6Cj6k_UEKrBjIopL-waQ4lHUrYQKrLJ6I1blm5c87cGMbRCLrwazRUE0cUIWTZFcPAyNMX4Q4bzhMxMlEyJpcntqNlGgUBR-HwXqxNKUwWxoWR4?session=0&fife"" height=""200"" width=""auto"" /><br><br>Edifici d’estil barroc que va albergar a la institució que regulava l’ofici i producció de teixits a València i que avui dia custodia l’arxiu gremial més antic i ampli d’Europa. Ací es troba el Museu de la Seda, amb diverses sales d’exposició que mostren una exquisida col·lecció de teles de seda i telers del S. XVIII, així com altres utensilis i mostres de treballs, vestits de valenciana, etc.<br><br><img src=""https://doc-08-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/h23t8r8qnk6sjcinqde3vfcssc/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vbAd3EJOUXC2FnH_ukShyFArbJy3tX2cwTIBvUZ4Qq48sMalrYEHrM9cj9Hy6VOI60phreUDoxCtzBKiXTcXs-ofbv-RwCRjylYblULYx1VWYOFLXH7gPEAERZNC21Z-lcUzauxESgsn9Z0p_Y3ALsNIGKEQtvsYQ-D2NzZQyy6pvSH2c-R3ne2InTPpmMlmL8J?session=0&fife"" height=""200"" width=""auto"" />","['-0.3809244,39.4708167,0']",Ruta de la Seda,Col·legi de l’Art Major de la Seda,"En aquesta ruta repassem el ric llegat històric i patrimonial que va deixar el comerç de la seda a València. Entre els segles XIV i XVIII aquesta va ser una ciutat molt important en la producció de teixits, la indústria més potent en aquest període.<br><br>Des de l’any 2015 València forma part d’un programa de la UNESCO i de l’Organització Mundial del Turisme per a la difusió del patrimoni cultural de la Ruta de la Seda. Així és com es va denominar als itineraris comercials de mercaderies que, a part de la seda, també incloïen ceràmiques i altres productes que arribaven des de Xina cap a Europa.<br><br>La cria del cuc de seda va ser incorporada pels àrabs en la península ibèrica durant el S. VIII. Així va ser com l’horta valenciana es va omplir de moreres segles abans que el taronger les destronara. Després, els genoveses van portar les més noves tècniques de producció a València i els artesans sederos es van instal·lar en el Barri de Velluters, on es manufacturava el teixit."
"Entitat pública destinada a la difusió de l’artesania autòctona. Per a entendre la Ruta de la Seda cal conèixer també la influència que ha tingut l’artesania en el nostre territori.<br><br>En aquesta mateixa zona trobem alguna tenda d’indumentària tradicional valenciana, de les moltes que hi ha a València dedicades a la fabricació de vestits de fallera, zaragüell, torrentí i altres complements fallers. Una visita a algun d’aquests comerços pot servir per a enriquir la nostra visió del fenomen de la seda a València, l’herència de la qual segueix viva gràcies a les festes majors de la nostra ciutat. Tots els anys, amb l’arribada de les Falles, una preciosa exhibició de teles de seda valencianes inunda els carrers de València.","['-0.3806562,39.4701749,0']",Ruta de la Seda,Centre d’Artesania de la Comunitat Valenciana,"En aquesta ruta repassem el ric llegat històric i patrimonial que va deixar el comerç de la seda a València. Entre els segles XIV i XVIII aquesta va ser una ciutat molt important en la producció de teixits, la indústria més potent en aquest període.<br><br>Des de l’any 2015 València forma part d’un programa de la UNESCO i de l’Organització Mundial del Turisme per a la difusió del patrimoni cultural de la Ruta de la Seda. Així és com es va denominar als itineraris comercials de mercaderies que, a part de la seda, també incloïen ceràmiques i altres productes que arribaven des de Xina cap a Europa.<br><br>La cria del cuc de seda va ser incorporada pels àrabs en la península ibèrica durant el S. VIII. Així va ser com l’horta valenciana es va omplir de moreres segles abans que el taronger les destronara. Després, els genoveses van portar les més noves tècniques de producció a València i els artesans sederos es van instal·lar en el Barri de Velluters, on es manufacturava el teixit."
"<img src=""https://doc-08-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/l7i3t73uuj5ietfakkf1i4vp80/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vaV_mbQ6xFhsbmQ6nHED2gtR_UCVPZerICu4svX1cod0jXdeqy46b9qHBy54bwErY3-c3dXJeonaEYep3H9O-bPfLmgkWUEXVgY3UyAfY6ojUBKFQQihHTttE2TmYsA_Hs3fjzuYbcX5bcnHrKZl8VBQPYJdlCxKxF0v0NXnSv5jQ-pJQCi4I2SuOCwIVMoKB82?session=0&fife"" height=""200"" width=""auto"" /><br><br>Ens encaminem a un dels monuments més impactants de la nostra ruta. Cap al S. XV, el comerç de la seda es va convertir en el principal motor econòmic de la ciutat, i va propiciar un trepidant intercanvi comercial. Tota aquesta activitat va tenir la seua expressió monumental en la construcció de la Llotja de la Seda o dels mercaders, com a símbol de la gran esplendor mercantil d’aquella València del Segle d’Or.<br><br>La trobem ja fóra del Barri de Velluters, a uns minuts caminant per l’Av. de l’Oest, vorejant el Mercat Central. La Llotja és el major exponent del nostre gòtic civil, un monument reconegut com a Patrimoni Històric de la Humanitat per la UNESCO. Admirar les seues façanes i visitar el seu interior són experiències úniques que cap visitant es pot perdre.<br><br><img src=""https://doc-0o-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/k250u0l8hnscn6dc99nhphs1ug/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vaXsyfZCw-6VGPobXAF8er7Dh9vMvC_mLwRGLmoSliynXftGV3PHpyNhgaZuuL7sjFQM7guw0wKAv8Zxo_zIG4MQx-96a2OFeCc5zACGQbX3CA_Yy9gmJ8UkVjlNHgp_p3fDF5hZaVOjOcswSeUI2Y2DxdYwjEjQ3I9O_vk7XBqhU6c60MmdSy-3j_oRjsKQUIU?session=0&fife"" height=""200"" width=""auto"" /><br><br><img src=""https://doc-10-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/ckhcmq76i753v9n7pmp298alf4/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vYOVni6WrRqYAAPMDCvYy-66sT0oP4yCjGVHkQlsgp7PwE9KS1jcCEci0SCFZgCLszZUEea_j015Zr70tY9K2SQpkJ5ttDHTRPxXDBOS3gBHgP2FW57sag7VCZ2Ccm0qpILdcPxQ8sEHK2W9W5EKKyXuS6f9aBhbwCp7KOyw5kkk4SdqUlH15Y7nNxCiguzIxkV?session=0&fife"" height=""200"" width=""auto"" /><br><br><img src=""https://doc-00-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/3qc8u75j0h92l6is3127lcdklo/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vap8A0aw3Dv4Pp4swS3bKlheisjdC4WvWDEtxyS8YFyq6kzgwixgVw3SRXgkAWYGaz-DBrwrlXkcvZDIDSLJclwSvn5Hki-NYf5KgVJO5IT9nxDBodPrC_Y9ykizd31UUWBSzYwNQ99aB7diUmlBl3pc2su_6k42s1nyayb-Iwd1Vfvrth_uss1OLDhgFWBZ5zH?session=0&fife"" height=""200"" width=""auto"" />","['-0.3785502,39.4742984,0']",Ruta de la Seda,Llotja de la Seda,"En aquesta ruta repassem el ric llegat històric i patrimonial que va deixar el comerç de la seda a València. Entre els segles XIV i XVIII aquesta va ser una ciutat molt important en la producció de teixits, la indústria més potent en aquest període.<br><br>Des de l’any 2015 València forma part d’un programa de la UNESCO i de l’Organització Mundial del Turisme per a la difusió del patrimoni cultural de la Ruta de la Seda. Així és com es va denominar als itineraris comercials de mercaderies que, a part de la seda, també incloïen ceràmiques i altres productes que arribaven des de Xina cap a Europa.<br><br>La cria del cuc de seda va ser incorporada pels àrabs en la península ibèrica durant el S. VIII. Així va ser com l’horta valenciana es va omplir de moreres segles abans que el taronger les destronara. Després, els genoveses van portar les més noves tècniques de producció a València i els artesans sederos es van instal·lar en el Barri de Velluters, on es manufacturava el teixit."
"<img src=""https://doc-0k-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/penfpl58f3o0bf6o5tqe8h4324/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vbeIB8Q1FjFqRA3M_su4rdX0__-fK6X26JDgB4rKfURcZjemClOL7qvq8T8DADkYh72E1I33g448_OZ1bL2orBMsuYepmd_7fHKxtc0VEejvJ1DonO16SbXQ3PwwKuP5V-1e7AQ0pDGGMCPlyUDfCqS9rBueEx_fSzqBK9NqjL7_KFqD_1MFyaGrCHe1aorTTwX?session=0&fife"" height=""200"" width=""auto"" /><br><br>Un altre lloc digne de visitar i que compta amb una selecció de tèxtils i peces de ceràmica que corresponen a la Ruta de la Seda és el Museu Nacional de Ceràmica González Martí que se situa en el Palau del Marquès de Dosaigües, joia de l’arquitectura barroca.","['-0.3746128,39.4726093,0']",Ruta de la Seda,Museu Nacional de Cerámica González Martí,"En aquesta ruta repassem el ric llegat històric i patrimonial que va deixar el comerç de la seda a València. Entre els segles XIV i XVIII aquesta va ser una ciutat molt important en la producció de teixits, la indústria més potent en aquest període.<br><br>Des de l’any 2015 València forma part d’un programa de la UNESCO i de l’Organització Mundial del Turisme per a la difusió del patrimoni cultural de la Ruta de la Seda. Així és com es va denominar als itineraris comercials de mercaderies que, a part de la seda, també incloïen ceràmiques i altres productes que arribaven des de Xina cap a Europa.<br><br>La cria del cuc de seda va ser incorporada pels àrabs en la península ibèrica durant el S. VIII. Així va ser com l’horta valenciana es va omplir de moreres segles abans que el taronger les destronara. Després, els genoveses van portar les més noves tècniques de producció a València i els artesans sederos es van instal·lar en el Barri de Velluters, on es manufacturava el teixit."
"Si ens internem pel Barri del Carmen, donant un xicotet passeig pel Carrer Danses fins a desembocar en el Carrer de Cavallers, podem visitar el Palau de Malferit i dins d’est el Museu L’Íber de Soldaditos de Plom, que inclou una sala completa dedicada a la Ruta de la Seda.","['-0.3780993,39.4766865,0']",Ruta de la Seda,Palau de Malferit,"En aquesta ruta repassem el ric llegat històric i patrimonial que va deixar el comerç de la seda a València. Entre els segles XIV i XVIII aquesta va ser una ciutat molt important en la producció de teixits, la indústria més potent en aquest període.<br><br>Des de l’any 2015 València forma part d’un programa de la UNESCO i de l’Organització Mundial del Turisme per a la difusió del patrimoni cultural de la Ruta de la Seda. Així és com es va denominar als itineraris comercials de mercaderies que, a part de la seda, també incloïen ceràmiques i altres productes que arribaven des de Xina cap a Europa.<br><br>La cria del cuc de seda va ser incorporada pels àrabs en la península ibèrica durant el S. VIII. Així va ser com l’horta valenciana es va omplir de moreres segles abans que el taronger les destronara. Després, els genoveses van portar les més noves tècniques de producció a València i els artesans sederos es van instal·lar en el Barri de Velluters, on es manufacturava el teixit."
"Està rematada per un penell amb un àguila que subjecta del seu bec un tinter i una ploma. Es tracta del cèlebre pardal de Sant Joan, motiu d’acudits, llegendes i acudits que han poblat l’imaginari col·lectiu de tots els valencians.<br><br>En la façana de l’església, podem veure els atributs zoològics de cadascun dels sants titulars de l’església, el be, símbol de Sant Joan Baptista i l’àguila de Sant Joan Evangelista. En el centre de la rematada, just sota el rellotge, tenim l’al·legoria del Be místic, o Agnus Dei. En la iconografia cristiana el Be Místic és el símbol de Crist, sacrificat per la redempció dels homes i rememora la tradició jueva del sacrifici del be per la Pasqua.<br><br>Sant Joan Evangelista està representat pel seu emblema iconogràfic, l’àguila, que en heràldica significa força, poder i respecte. Sembla que un àguila li acompanyava mentre escrivia l’evangeli en l’illa de Patmos, com podem veure il·lustrat en el medalló de la porta actual d’entrada.<br><br>Aquesta iconografia es repeteix en tot l’edifici.","['-0.3789143,39.4743711,0']",Ruta dels Pecats a l'entorn del Mercat Central,Façana de l'Església dels Santos Juanes,"El triangle que conformen tres dels edificis més capdavanters de la nostra ciutat, La Llotja, el Mercat i l’Església dels Santos Juanes, conformen el mostrari d’un autèntic zoològic de pedra i metall, un lloc en què l’escultura mostra la naturalesa, de manera real unes vegades, i amb la fantasia de la iconografia medieval, la tradició de la qual remet als bestiaris, en altres ocasions.<br><br>La ruta pren el nom de la porta nord de la Llotja, que porta tal nom, i del Mercat central, primer mercat d’Espanya per la seua varietat i bella arquitectura que és, sens dubte, una invitació per al pecat de la gula.<br><br>Devem la idea a l’escriptor Vicente Muñoz Puelles, doncs el seu llibre “Els animals de la ciutat” va ser el punt de partida per a l’elaboració, per part del Museu de Ciències Naturals, d’aquestes rutes per a descobrir la fauna oculta en les parets dels edificis i monuments de la ciutat."
"<img src=""https://doc-14-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/gh9fe90115iuuamrv5fsked3sc/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vaqpexgx57y6NcZH3mn_S3EEJ39yUuFyWWfDbYaYDI7B3wmvhxfXQyKW4OT05iTOXJLy_aSWKcRXPQPUFLGOo--ucWQXBhOVZhuKR_JfoOz-VDd06fqT04dXD8Yw0EJJcxuSTFxqn2n64JYZszhocwThcH_IOLDqCJIBsjydkI2AF_pAQKNAYjUPJzMcN2-bh8d?session=0&fife"" height=""200"" width=""auto"" /><br><br>Des que es va construir en 1914 la cotorra del Mercat, penell que se situa en el centre de l’edifici ha sigut motiu d’històries i llegendes.<br><br>La cotorra, que en realitat és una cacatua, està molt present en les llegendes de la ciutat, sent protagonista de nombrosos acudits i frases enginyoses de doble intenció. Possiblement la cotorra es va instal·lar en l’edifici per a fer al·lusió al Mercat com a lloc de xerrameca, xafarderies i tertúlies de la ciutat. També té una accepció de fortes connotacions sexuals en el llenguatge popular. A més d’aquest penell tenim una altra amb un peix espasa que corona la part del mercat on es ven el peix.<br><br>Annex a l’edifici central està la coneguda Llorgeta, edifici que va servir per a albergar la part administrativa del Mercat. Sobre la balconada de la porta, hi ha un escut suportat per dos lleons de pedra calcària i en les mènsules dels brancals de les finestres apareixen gossos i paons. Els gossos sembla que simbolitzen en aquest cas la lleialtat i el paó simbolitza la bellesa, la immortalitat i la saviesa. També hi ha un altre penell rematant l’edifici de la Llotgeta amb la representació d’un drac.<br><br><img src=""https://doc-0s-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/v0fqira13v922tst8ejg5v2tqs/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vY0Mp7tHVEG_LsYibNJkeVEFfxroJBFd_jvsgfovXofZMQp-H_tYeC-Sr8mYmOwCjVVodkGbI_5R-v8IaI4pV2a60I9JcO-T9ltKwk_JZgFLJnqmjpqUphLZMnb24Or2azJVrgNvQQsv2KIJCuajwbM1kd1PTnHmLJfrU7HkNaku13q0ZGygARNjZUnoGPrPc8P?session=0&fife"" height=""200"" width=""auto"" /><br><br><img src=""https://doc-00-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/482tfcnr3pubmafih120o1tuac/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vaspj5z8_qLdCbGV8dYgJiuMIxmQcj3ctac5UnnPci4xWljuO4pF3CCh3DbMpuXCFUX-qV40dSHvMJenfWhGJ7Lisw_1bNhDix2ZwhUtD-aljqOzOnXE9LdSyF5FWtlCWAI8SmcrksyaSLBUggCz0-QPnFumpXzjlX6JOdZnIeCYEIVDfQdwluIarC0rxTdvQ89?session=0&fife"" height=""200"" width=""auto"" />","['-0.3781204,39.4733462,0']",Ruta dels Pecats a l'entorn del Mercat Central,Mercat Central i Llotgeta,"El triangle que conformen tres dels edificis més capdavanters de la nostra ciutat, La Llotja, el Mercat i l’Església dels Santos Juanes, conformen el mostrari d’un autèntic zoològic de pedra i metall, un lloc en què l’escultura mostra la naturalesa, de manera real unes vegades, i amb la fantasia de la iconografia medieval, la tradició de la qual remet als bestiaris, en altres ocasions.<br><br>La ruta pren el nom de la porta nord de la Llotja, que porta tal nom, i del Mercat central, primer mercat d’Espanya per la seua varietat i bella arquitectura que és, sens dubte, una invitació per al pecat de la gula.<br><br>Devem la idea a l’escriptor Vicente Muñoz Puelles, doncs el seu llibre “Els animals de la ciutat” va ser el punt de partida per a l’elaboració, per part del Museu de Ciències Naturals, d’aquestes rutes per a descobrir la fauna oculta en les parets dels edificis i monuments de la ciutat."
"<img src=""https://doc-0g-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/lvlq9kn4plqojp9p8noki17f6c/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vafEUdKGRGPC2qUyi3CXJFudvg1WuyJlvhUpmbP67TvvmxN0qUKBsL8wldmwwSle0rC0zK4XUIN64sLY7ZaQpCEYbuGYhsO-TTR0A9Lgqb1u-jnv5zb_vZwADc5HL8OPLw3SPnJcSxSzYSnA9xlXkpyU_3pZP6VI7PCQY8FYtfhKyH5w7132L5LFk13sCmUhufJ?session=0&fife"" height=""200"" width=""auto"" /><br><br>Edifique gòtic del segle XV construït per Pere Compte. És l’exemplar de gòtic civil més important d’Europa. La rica iconografia, plena de simbolisme religiós, màgic i esotèric, està plena d’animals amb una clara influència dels bestiaris medievals. Els animals que es representen són al·legories de vicis, pecats i també virtuts i alguns d’aquests animals també tenen relació amb l’ocultisme, la bruixeria i uns altres de significat confús.<br><br>També és abundant la representació de plantes. Per a la interpretació hem utilitzat els treballs de Salvador Aldana, reconegut especialista en la iconografia de la Llotja.<br><br>En la porta de l’Oest, que és la que està enfront del Mercat Central, es mostra un variat conjunt d’animals que, segons la simbologia Medieval i Renaixentista tindran divers significat. Entre ells destaca els gossos que, a més de fidelitat, també tenen una altra interpretació, com és l’enveja i la luxúria. El lleó és símbol de la resurrecció i de la força. El porc, és un animal inmund que representa el pecat. En les portes apareixen a cada costat dels brancals dos grups de cinc ànecs, que semblen estar associats a la gran mare i el descens als inferns. La serp representa la mort. L’àguila, representa la resurrecció, la força i el poder. El caragol representa la mandra i la tortuga a la sàvia lentitud i reflexió.<br><br>En la porta de l’Est, trobem quatre pitxers amb plantes entremesclades: el llorer, que significa la virtut; l’heura i el palmell, la glòria; i la murta, que és el símbol de Venus. Entre una variada mostra de vegetació, en les sanefes que adornen la façana, apunten diversos animals i homes.<br><br>A l’interior, la porta que dóna accés al jardí, se li coneix com la porta dels vicis o dels pecats i hi ha una representació d’abundants animals com a símbols de les febleses humanes. L’ocell és símbol de la luxúria, el gos és un animal luxuriós i indigne, la llebre també és símbol de la luxúria, el mico és símbol de la luxúria i la serp és una caracterització del mal.<br><br>En la porta que dóna accés a la torre, trobem una inquietant escena d’una dona alletant a una harpia i damunt d’ella hi ha dues òbiles que representen la mort i també la saviesa.<br><br>En la capella, en els capitells de les columnes adossades a la paret, estan els animals que representen als evangelistes, el bou per Sant Lucas, l’àguila de Sant Joan i el Lleó de Sant Marcos.<br><br>En la porta que dóna accés al Consolat del Mar, trobem una curiosa representació d’una granota flautista i, sota l’escut, entre un abundant fullatge, apunta un fardatxo d’una preciosa factura. Sembla ser que aquesta iconografia va ser afegida en èpoques posteriors a la construcció de l’edifici.<br>En el jardí veiem unes interessants mènsules amb dracs, un home lluitant amb lleó que representa a Sansón de l’Antic Testament, animals reals i fantàstics i homes a cavall.<br><br>Un altre capitule a part mereixen les gàrgoles. Destaquen en el jardí un home amb casc espentant a un enorme caragol, una dona que té en els seus braços un mico i un home que ix de la boca d’un gran peix, que sembla una al·lusió a la llegenda de “Jonás i la balena”. En les façanes, podem veure en les gàrgoles de la porta Sud, un àguila que subjecta entre les seues potes un ratpenat. En la façana de plaça del Mercat, veiem un home obrint les gargamelles d’un lleó.<br><br>Us convidem a completar aquest animalari gòtic cercant més animals per a conèixer millor aquest Museu de Ciències Naturals en pedra que ens van llegar els mestres picapedrers en la millor mostra d’art gòtic civil.<br><br><img src=""https://doc-10-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/nolo3e1ul7h9nqrubfu3l6aqc4/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vZP0aghiKRbC16gMw6zxF_bNSx1Yxa0wg4ECJkzl7cxV_d2eCW2qcY_cXei-1Y2nF7wgOn2CJcK8QIwxWdDPZXPqGJ5_m5MPBCuipJIHAeWq0TCxRACb0yDYtZZV8I2GbxfmwekQkGD0gmtlyXSeXVvGoPiVeEWWvw8Mn_pocCU1mRvwEIz3FesGFRv2f6ULt5w?session=0&fife"" height=""200"" width=""auto"" />","['-0.3785629,39.4742624,0']",Ruta dels Pecats a l'entorn del Mercat Central,La Llotja dels Mercaders de la Seda,"El triangle que conformen tres dels edificis més capdavanters de la nostra ciutat, La Llotja, el Mercat i l’Església dels Santos Juanes, conformen el mostrari d’un autèntic zoològic de pedra i metall, un lloc en què l’escultura mostra la naturalesa, de manera real unes vegades, i amb la fantasia de la iconografia medieval, la tradició de la qual remet als bestiaris, en altres ocasions.<br><br>La ruta pren el nom de la porta nord de la Llotja, que porta tal nom, i del Mercat central, primer mercat d’Espanya per la seua varietat i bella arquitectura que és, sens dubte, una invitació per al pecat de la gula.<br><br>Devem la idea a l’escriptor Vicente Muñoz Puelles, doncs el seu llibre “Els animals de la ciutat” va ser el punt de partida per a l’elaboració, per part del Museu de Ciències Naturals, d’aquestes rutes per a descobrir la fauna oculta en les parets dels edificis i monuments de la ciutat."
"Les Torres dels Serrans van ser construïdes en el S. XIV. Com les de Quart, es van conservar íntegres quan es va produir la destrucció de la muralla cristiana en el S. XIX, gràcies a l’ús que es feia d’elles com a presó. És un monument emblemàtic de la ciutat, des del qual sol fer-se la Crida per a les Falles, l’inici oficial de la festa, amb la presència de les principals autoritats. Visita obligada del nostre centre històric que des de la seua zona més alta ofereix unes vistes úniques de la ciutat.","['-0.3760339,39.479148,0']",Ruta pel Centre Històric,Torres dels Serrans,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"Pel Carrer Nàquera i la dels Sabaters arribem en un parell de minuts fins a la Plaça de Sant Lorenzo, lloc de la nostra següent parada. Admirem el Palau de Benicarló o Palacio dels Borja, del S. XV, mansió aristocràtica que barreja l’estil gòtic valencià i renaixentista. Avui dia és la seu de les Corts Valencianes.","['-0.3747706,39.4778954,0']",Ruta pel Centre Històric,Palau de Benicarló,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"En la Plaça de Manises, que dista tan sol tres o quatre minuts de l’anterior, i a la qual arribem vorejant la Plaça de la Verge, es troba el Palau del Marquès de Scala, edifici del S. XVI. Àdhuc més antic és el Palau de Batlia, del S. XV, que trobem en la mateixa plaça i que serveix de seu per a la Diputació de València.","['-0.3761063,39.4767754,0']",Ruta pel Centre Històric,Palau del Marquès de Scala,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
"Molt prop d’est, en l’encreuament amb la veïna i bulliciosa Carrer de Cavallers, es troba el nostre monument administratiu més significatiu. El Palau de la Generalitat Valenciana, la seu del nostre govern autonòmic, és un edifici gòtic del S. XV que també mostra reformes renaixentistes.","['-0.3766589,39.4767071,0']",Ruta pel Centre Històric,Palau de la Generalitat,"Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.<br><br>Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella."
